source_row,tweet,tweet_label,_label_norm,keyword,subjects,subjects_scored,STANCE ,Reasoning 
,"8 years ago when @peta held a protest in India imploring Muslims to turn Vegan at Eid their activists were thrashed so badly they might have been lynched had the police not intervened.

Peta decided to save themselves instead of animals and never held a protest on Eid ever again. https://t.co/RVtldFWVFJ",Pro Ruling,,muslim,"['vegan', 'muslims', 'lynched']","[{'text': 'vegan', 'score': 0.4224}, {'text': 'muslims', 'score': 0.3456}, {'text': 'lynched', 'score': 0.1643}]",Against ,Seen as violent and dangerous. 
,Rana ayyub wants this to happen in India for the hash tag  #muslimsLivesMatter https://t.co/tjgI3I3LL5,Pro Ruling,,muslim,"['muslims', 'india', 'lives']","[{'text': 'muslims', 'score': 0.6234}, {'text': 'india', 'score': 0.4271}, {'text': 'lives', 'score': 0.2519}]",For ,hashtag implores to have Muslim lives seen as equal. 
,Some comment we should not over react when Hindu culture is subtly mocked but I wonder if that logic holds good if advertisements or movies mock Muslims and Christians too. @TanishqJewelry should make an ad with Muslim girl married to a Hindu boy. But will they?,Pro Ruling,,muslim,"['muslims', 'should', 'advertisements']","[{'text': 'muslims', 'score': 0.4824}, {'text': 'should', 'score': 0.1922}, {'text': 'advertisements', 'score': 0.1283}]",Neutral,No stance taken on Muslims but on how Indian media works. 
,"Indian Muslims got Arabs to go to when someone hurts their religious feelings in reciprocation, who do the Kashmiri Hindus go to, to report their killings?

Oh wait, the rights &amp; lives of non-Muslims just don’t matter, not when they are in majority &amp; surely not when in minority.",Pro Ruling,,muslim,"['muslims', 'reciprocation', 'hurts']","[{'text': 'muslims', 'score': 0.5828}, {'text': 'reciprocation', 'score': 0.1682}, {'text': 'hurts', 'score': 0.1414}]",Against ,How muslim lives seem to matter but not Hindu lives. 
,"Anand Swaroop claims to have threatened People/hotels in Haridwar not to celebrate Christmas. He says, For this year, he won't allow Muslims and Christians to celebrate their festivals in Uttarkhand since it belongs only to Hindus. #HaridwarHateAssembly https://t.co/j43qFS8PzS",Pro OPP,,muslim,"['festivals', 'muslims', 'threatened']","[{'text': 'festivals', 'score': 0.4677}, {'text': 'muslims', 'score': 0.4117}, {'text': 'threatened', 'score': 0.2639}]",For ,Shows hate against Muslims and their festivals. 
,Maharashtra government to seek legal opinion on quota for Muslims: Nawab Malik https://t.co/sMQlsM9zlN,Pro OPP,,muslim,"['muslims', 'maharashtra', 'government']","[{'text': 'muslims', 'score': 0.4835}, {'text': 'maharashtra', 'score': 0.3573}, {'text': 'government', 'score': 0.2717}]",Neutral,no stance taken. 
,Insulting Prophet has become new normal now sad part is even Muslims have taken it as part of life,Pro OPP,,muslim,"['muslims', 'insulting', 'new']","[{'text': 'muslims', 'score': 0.6755}, {'text': 'insulting', 'score': 0.3675}, {'text': 'new', 'score': 0.1995}]",For ,Shows plight of Muslims who have to bear the humilation of seeing the Prophet mocked. 
,"In May 2019, one of the country’s largest Buddhist chapters called for stoning Muslims to death and spread rumours that Muslim-owned restaurants used “sterilization medicine” in their food to reduce Sinhalese Buddhist fertility rates.
Sounds familiar? +
https://t.co/EbIMISumWi",Pro OPP,,muslim,"['muslim', 'sterilization', 'restaurants']","[{'text': 'muslim', 'score': 0.4799}, {'text': 'sterilization', 'score': 0.4134}, {'text': 'restaurants', 'score': 0.2405}]",For ,"Shows hate against Muslims by a religion considered ""peaceful"""
,"Listen blind devotees, he is Aftab, he is not a Muslim, he is a Parsi

 Parsis take away the recognition of their religion by marrying in other religions!!

 They consider Ahura Mazda as God
 and worship fire

@RubikaLiyaquat @anjanaomkashyap @AMISHDEVGAN rest all dale of sanghi https://t.co/doO0zxxi9S",Pro OPP,,muslim,"['muslim', 'rubikaliyaquat', 'blind']","[{'text': 'muslim', 'score': 0.5477}, {'text': 'rubikaliyaquat', 'score': 0.3605}, {'text': 'blind', 'score': 0.208}]",Against ,"shows muslims as uneducated by calling them ""blind devotees"""
,This Hindu nationalist who is a criminal asked for a genocide of Muslims at a packed public rally with hundreds of policemen last week. He repeats his statement here that he proudly called for genocide of muslims while @narendramodi government looks the other way @POTUS https://t.co/f5LQMCGEjx,Pro OPP,,muslim,"['muslims', 'rally', 'week']","[{'text': 'muslims', 'score': 0.571}, {'text': 'rally', 'score': 0.3059}, {'text': 'week', 'score': -0.0038}]",For ,Shows how govt ignores hate and genocidal threats against Muslims. 
,"News Channels are already celebrating because there was an FIR against him and he ""apologised"" because of their News Impact.  
Here, In one more video, He not only THREATENS TO R@P€ MUSLIM WOMEN. BUT ALSO CHALLENGES POLICE &amp; UP GOVT TO TAKE ACTION AGAINST HIM.
#ArrestBajrangMuni https://t.co/svcrQhHCTc",Pro OPP,,muslim,"['muslim', 'apologised', 'channels']","[{'text': 'muslim', 'score': 0.4487}, {'text': 'apologised', 'score': 0.2836}, {'text': 'channels', 'score': 0.1856}]",For ,Shows danger to Muslim women out of communal hate and how news channel are selfish. 
,"Himank Bansal, Student, studying in IFHE Hyderabad assaulted and forced to chant Allah Hu akbar in campus by Senior Muslim students.

IFHE comes under the Hyderabad parliamentary constituency of Asaduddin Owaisi. https://t.co/IN0EuU5N9H",Pro Ruling,,muslim,"['muslim', 'assaulted', 'campus']","[{'text': 'muslim', 'score': 0.6051}, {'text': 'assaulted', 'score': 0.3742}, {'text': 'campus', 'score': 0.2744}]",Against ,Shows muslims as violent and as bullies. 
,"Hindu Vahini called Kushinagar Police in UP to block an interfaith marriage. Cops picked up the couple &amp; tortured the groom. They were let go after the bride said she was a Muslim herself.

When asked if action would be taken against Hindu Vahini, cops said “mistakes happen”. https://t.co/vjdW7L03z4",Pro OPP,,muslim,"['muslim', 'cops', 'couple']","[{'text': 'muslim', 'score': 0.4877}, {'text': 'cops', 'score': 0.2986}, {'text': 'couple', 'score': 0.2178}]",For ,Different law for hindu and muslims. Muslims face torture and Hindus are let go. 
,Seer' threatens to rape Muslim women! https://t.co/2pMtwPah5D,Pro OPP,,muslim,"['muslim', 'rape', 'threatens']","[{'text': 'muslim', 'score': 0.5552}, {'text': 'rape', 'score': 0.5157}, {'text': 'threatens', 'score': 0.3993}]",For ,Shows danger to Muslim women due to communal hate. 
,One of India’s top news channels led by @aroonpurie yet again leading the hate agenda with a brazen dog-whistle against Muslims. And to do this in the name of journalism. https://t.co/NVIZ6um3KJ,Pro OPP,,muslim,"['journalism', 'muslims', 'aroonpurie']","[{'text': 'journalism', 'score': 0.5713}, {'text': 'muslims', 'score': 0.4584}, {'text': 'aroonpurie', 'score': 0.2924}]",For ,Shows how media and news channel further propogate communal hate and disperse it. 
,"In India, as I have been saying, a cow’s life is more important than a Muslim’s life! In UP, a Muslim driver is brutally being beaten by Hindu right-wing mob over accusations of carrying beef in his vehicle! https://t.co/X4ZM9w0CNJ",Pro OPP,,muslim,"['muslim', 'cow', 'driver']","[{'text': 'muslim', 'score': 0.4914}, {'text': 'cow', 'score': 0.4431}, {'text': 'driver', 'score': 0.2031}]",For ,Plight of Muslims and the torture they endure. their lives not seen as important. 
,India: Communists join forces with Muslim leaders against Hindus https://t.co/SEKtFg3cnL,Pro Ruling,,muslim,"['communists', 'muslim', 'india']","[{'text': 'communists', 'score': 0.5732}, {'text': 'muslim', 'score': 0.5133}, {'text': 'india', 'score': 0.4096}]",Against ,Shows Muslims and communists as plotting against hindus. 
,Most probably Boko Haram(zadas) massacred a Nigerian Church and killed at least 50 people. Why do Muslims have so many terrorist organizations?,Pro Ruling,,muslim,"['muslims', 'killed', 'organizations']","[{'text': 'muslims', 'score': 0.4947}, {'text': 'killed', 'score': 0.2949}, {'text': 'organizations', 'score': 0.2156}]",Against ,Muslims seen as terrorists. 
,"Islam has massacred over 669+ million non-Muslims.

Muslim historian Firistha wrote that over 400 million HINDUS  were massacred. They destroyed &amp; looted our temples, burnt libraries &amp; Universities, raped our girls. &amp; what Hindus did? They named their streest, cities after them. https://t.co/zoKa1qDcXP",Pro Ruling,,muslim,"['muslims', 'destroyed', 'libraries']","[{'text': 'muslims', 'score': 0.6112}, {'text': 'destroyed', 'score': 0.372}, {'text': 'libraries', 'score': 0.208}]",Against ,Muslims seen as terrorists and violent. 
,"Families are still looking for missing members, the tears of the victims have not dried up but this scum continues to brazenly peddle anti muslim hatred on his channel. This man and his masters enabled the anti muslim pogrom but who will seek accountability ? https://t.co/BYQUuBcMaM",Pro OPP,,muslim,"['muslim', 'accountability', 'missing']","[{'text': 'muslim', 'score': 0.5873}, {'text': 'accountability', 'score': 0.1673}, {'text': 'missing', 'score': 0.155}]",For ,Shows how media and news channel further propogate communal hate and disperse it. 
,"‘Tear Them Apart’: How Hindutva WhatsApp Group Demanded Murder, Rape of Muslims in Delhi Riots. Messages boasting of fearsome violence. 125 members in group who are identified. Many boasted of killing Muslims. Yet police goes after peaceful CAA protestors!
https://t.co/GSqzLo42TK",Pro OPP,,muslim,"['muslims', 'whatsapp', 'caa']","[{'text': 'muslims', 'score': 0.446}, {'text': 'whatsapp', 'score': 0.3542}, {'text': 'caa', 'score': 0.2246}]",For ,Shows Hindutva using whatsapp as a medium to spread hate and violence against Muslims. 
,"OMG !!  What kind of inflammatory statement by @ThePrintIndia is this??

As per @ShekharGupta, Yogi is working towards a Muslim-Mukt UP.

@Uppolice, @AwasthiAwanishK, @myogioffice - Should take serious cognisance of this 🙏 https://t.co/9VvknLIqZ4",Pro Ruling,,muslim,"['muslim', 'theprintindia', 'inflammatory']","[{'text': 'muslim', 'score': 0.6112}, {'text': 'theprintindia', 'score': 0.3425}, {'text': 'inflammatory', 'score': 0.3372}]",For ,Shows how media and State both propogate Muslim hate and disperse violence. 
,"Farooq Abdullah’s hand on terrorist Yasin Malik’s shoulder.

Yasin Malik is a JKLF terrorist who killed Kashmiri Pandits, Indian Air Force men, Kashmiri Muslim women &amp; kidnapped Rubaiya Sayeed.

What is Farooq Abdullah’s link with JKLF?

Why did he abandon Kashmiri Hindus to die? https://t.co/Raee6PH8hO",Pro Ruling,,muslim,"['muslim', 'force', 'kidnapped']","[{'text': 'muslim', 'score': 0.4408}, {'text': 'force', 'score': 0.1515}, {'text': 'kidnapped', 'score': 0.127}]",Against ,"Shows a Muslim's link to a terrorist, also a muslim. "
,"You are saying ISIS, Taliban, Al Qaeda, Boko Haram's Islam is not true Islam. Then tell me which countries practice true Islam! The truth is, not a single Muslim country treats women as equal human beings.",Pro Ruling,,muslim,"['muslim', 'women', 'countries']","[{'text': 'muslim', 'score': 0.5328}, {'text': 'women', 'score': 0.2854}, {'text': 'countries', 'score': 0.2081}]",Against ,Shows Muslim as horrible to women and takes the name of famous terrorist organisations who all practice Islam. 
,"Moplah massacre: Classical dancer Kalyanikutty Amma’s granddaughter recounts how their ancestral home is now occupied by Muslims
https://t.co/wlJk3pIBkp",Pro Ruling,,muslim,"['muslims', 'granddaughter', 'kalyanikutty']","[{'text': 'muslims', 'score': 0.7274}, {'text': 'granddaughter', 'score': 0.1906}, {'text': 'kalyanikutty', 'score': 0.0689}]",Against ,Muslims as predatory and taking over Hindu homes. 
,"Sharjeel Imam talking with a tricolour in the background, says
1 this is a Muslim protest not secular
2 Brits were better to Muslims than India post 1950
3 Muslims should reject Gandhi &amp; Nation
4 Gandhi was the 20th century’s biggest fascist
5 Jinnah was moderate https://t.co/dT6CCXj01r",Pro Ruling,,muslim,"['muslims', 'biggest', 'tricolour']","[{'text': 'muslims', 'score': 0.5946}, {'text': 'biggest', 'score': 0.1604}, {'text': 'tricolour', 'score': 0.1072}]",Against ,Shows how Indian flag being in the background of a muslim is perceived. 
,"Aren’t you ashamed even a bit while writing this shit? Why did you forget to factcheck the video and put a clipped video? Why don’t you try to be the true muslim you are and own it up that your tweet incited a mob of ‘sir tan se juda’ chanting Muslim terrorists, who took 6 lives. https://t.co/WU5Q7EgWZk",Pro Ruling,,muslim,"['muslim', 'tweet', 'clipped']","[{'text': 'muslim', 'score': 0.4572}, {'text': 'tweet', 'score': 0.2529}, {'text': 'clipped', 'score': 0.1247}]",Against ,Muslims as violent and lethal. 
,"India will get a Muslim PM when 
1. Kashmir elects a Hindu CM 
2. A Hindu manages waqf properties 
3. Muslims denounce violent verses 
4. Aurangzeb stops being the baap 
5. Zakaat is deposited to helprahul@icici",Pro Ruling,,muslim,"['india', 'muslims', 'elects']","[{'text': 'india', 'score': 0.5381}, {'text': 'muslims', 'score': 0.5347}, {'text': 'elects', 'score': 0.247}]",Against ,Muslim as violent and cannot lead. 
,Someone trying their best to bring in Muslim angle here... Should have also mentioned about Green caps worn by farmers..  Also Green peas in Biryani. Nice try though. 👏👏 https://t.co/Rqig5t4xlD,Pro OPP,,muslim,"['muslim', 'green', 'caps']","[{'text': 'muslim', 'score': 0.4909}, {'text': 'green', 'score': 0.4446}, {'text': 'caps', 'score': 0.3379}]",Against ,trying to denounce how muslim identity is not relevant in whatever discourse is happening in this thread. 
,"Kejriwal says ""if we had police, we'll clear Shaheen bagh in 2 hrs"" but doesn't say ""if we had police, we'll arrest Jantar Mantar mob"". Why? 

Because he knows his average Hindu voter is more communalised than his avg Muslim voter. Also the 1st has an option, 2nd doesn't. https://t.co/kK9mr6gXoc",Pro OPP,,muslim,"['muslim', 'voter', 'police']","[{'text': 'muslim', 'score': 0.4219}, {'text': 'voter', 'score': 0.3504}, {'text': 'police', 'score': 0.2923}]",For ,Hindus as more communal than Muslims and hence a bigger threat.
,"9 years ago, Peta held a rally in India imploring Muslims to turn Vegan at Eid. Their activists were thrashed so badly they might have been lynched had the police not intervened. Peta never held a rally on Eid ever again.

All the gyan is reserved exclusively for Hindu festivals. https://t.co/5kAEkLiHVK",Pro Ruling,,muslim,"['vegan', 'muslims', 'festivals']","[{'text': 'vegan', 'score': 0.3942}, {'text': 'muslims', 'score': 0.3675}, {'text': 'festivals', 'score': 0.2646}]",Against ,Muslims are violent. 
,"""Har mulle ko ghar se aur uske masjid se kheench ke maarunga jo bhi Hindu ki taraf dekha toh""– one more video of Bajrang Muni threatening violence against Muslims. But @sitapurpolice has still not arrested him.

Video by TV9. https://t.co/42N94t0EIp",Pro OPP,,muslim,"['muslims', 'arrested', 'tv9']","[{'text': 'muslims', 'score': 0.5147}, {'text': 'arrested', 'score': 0.4697}, {'text': 'tv9', 'score': 0.1805}]",For ,Shows hate speech and threat of violence against Muslims. shows unfairness of police at not arresting the Hindu inciting violence. 
,"REPORT THIS CHANNEL ! 

https://t.co/LLpZxR9q4B

Hello @YouTube @YouTubeIndia , this channel ""If Vs But"" spreading hatred against Muslims, this channel is full of hateful content, suspend this account.…",Pro OPP,,muslim,"['muslims', 'hateful', 'channel']","[{'text': 'muslims', 'score': 0.5669}, {'text': 'hateful', 'score': 0.3673}, {'text': 'channel', 'score': 0.3589}]",For ,calls for the arrest of a youtube channel spreading hate against muslims. 
,"A few of the contributions of muslims in our struggle for independence &amp; in the making of our nation. There are many, many more https://t.co/NLz18SbgcB",Pro OPP,,muslim,"['muslims', 'independence', 'contributions']","[{'text': 'muslims', 'score': 0.648}, {'text': 'independence', 'score': 0.4114}, {'text': 'contributions', 'score': 0.3235}]",For ,How muslims were also a part of the freedom struggle and contributed a lot into making an Independent India. 
,"Sorry Aakar bhai you are wrong on this. By your logic since I am an atheist, why not seperate Seats for atheists? Why just Muslims? Why not Buddhists, Jains or Sikhs? Where will this end @Aakar__Patel bhai? Let's not divide our India but rather encourage more Muslims to contest.w https://t.co/Bi6aVCNLwc",Pro OPP,,muslim,"['muslims', 'atheists', 'seats']","[{'text': 'muslims', 'score': 0.448}, {'text': 'atheists', 'score': 0.4257}, {'text': 'seats', 'score': 0.3262}]",Against ,Against separate representation for Muslims in elections. 
,"The RSS playbook is in full swing under Modi-Shah. 

Muslim men are leaving #Jahangirpuri out of fear of ⁦@DelhiPolice⁩ harassment. Since the communal violence &amp; demolition drive cops have allegedly picked up Muslim men &amp; been threatening their women https://t.co/5oE77wOZF7",Pro OPP,,muslim,"['muslim', 'playbook', 'cops']","[{'text': 'muslim', 'score': 0.4486}, {'text': 'playbook', 'score': 0.2188}, {'text': 'cops', 'score': 0.2171}]",For ,Shows how muslim hate has spread under current Modi govt and shows the torture they are facing. 
,"Sir, in Egypt I have seen Muslims rioting if a Coptic man married a Muslim woman. Conversely, there would be feasting and dancing in the streets if a Muslim man married a Coptic woman. 
That apart, I wonder why the ad was not about a Hindu man and his Muslim wife. Recall 'Bombay' https://t.co/rCcAZCz1wU",Pro Ruling,,muslim,"['muslims', 'rioting', 'would']","[{'text': 'muslims', 'score': 0.6159}, {'text': 'rioting', 'score': 0.3387}, {'text': 'would', 'score': 0.1597}]",Against ,shows double standards of Muslims when it comes to the two genders. 
,"A Muslim man and his parents are being lynched by Hindu right wing mob in MP, India.  https://t.co/cS7cx0rQvt",Pro OPP,,muslim,"['lynched', 'muslim', 'india']","[{'text': 'lynched', 'score': 0.6339}, {'text': 'muslim', 'score': 0.439}, {'text': 'india', 'score': 0.2324}]",For ,Muslims being lynched by Hindu mob. 
,"Poonam &amp; her son Deepak killed Anjan Das by feeding him sleeping pills &amp; chopped his body into small pieces &amp; stored it in refrigerator. They then started to dispose of body by throwing some parts daily in different areas.
 @ANI reporting on crime when Accused isn't a Muslim 👇 https://t.co/fnrqTRZ6zs",Pro OPP,,muslim,"['killed', 'muslim', 'refrigerator']","[{'text': 'killed', 'score': 0.4875}, {'text': 'muslim', 'score': 0.4496}, {'text': 'refrigerator', 'score': 0.0266}]",For ,shows how some channels on report on crime if its a muslim perpetrator. here a hindu crime is being reported. 
,"Another Muslim beaten mercilessly by Hindu right wing in Haryana, India in the name of cow protection. https://t.co/Fu8F8RLysf",Pro OPP,,muslim,"['beaten', 'muslim', 'india']","[{'text': 'beaten', 'score': 0.5791}, {'text': 'muslim', 'score': 0.5076}, {'text': 'india', 'score': 0.3391}]",For ,Shows plight and torture of muslims. 
,"The Akhilesh Yadav govt had filed 40 cases on Hindus in connection with the 2013 Muzaffarnagar riots. Muslims were made accused in only 1 case. Later the court acquitted all the Hindus, while finding all muslims guilty in only one case filed by police. #सत्तामोही_श्रीरामद्रोही",Pro Ruling,,muslim,"['muslims', 'riots', 'cases']","[{'text': 'muslims', 'score': 0.5514}, {'text': 'riots', 'score': 0.3848}, {'text': 'cases', 'score': 0.3185}]",For ,Different law for Hindu and muslims. Hindus are mostly let off easy while Muslims are always penalised. 
