source_row,tweet,tweet_label,_label_norm,keyword,subjects,subjects_scored,STANCE ,Reasoning 
2208288,"Watch @parakala bust the insidious project that’s underway with regard to the repealed #farmlaws The ruling party, a large vocal section of the middle class &amp; media such as #ImandarAnjana are pushing a completely flawed narrative यह देखिए @RakeshTikaitBKU
https://t.co/pQd05mR68Q",Pro OPP,pro opposition,farm laws,"['parakala', 'media', 'repealed']","[{'text': 'parakala', 'score': 0.4522}, {'text': 'media', 'score': 0.3672}, {'text': 'repealed', 'score': 0.2711}]",Against ,calls farm laws 'insidious'. 
314040,"FUNDS to create turmoil, not to maintain PEACE!!!

#FarmerBill2020 #FarmLaws2020 #FarmersProstests #FarmersWithModi https://t.co/VM6PiVbQKn",Pro Ruling,pro ruling,farm laws,"['farmers', 'turmoil', 'bill2020']","[{'text': 'farmers', 'score': 0.6118}, {'text': 'turmoil', 'score': 0.2432}, {'text': 'bill2020', 'score': 0.2403}]",For ,hashtag suggests farmers support modi and hence farm laws. 
526254,"Protest hijacked by maoist elements, demands beyond ambit of farm laws ; @PiyushGoyal 
#RealFarmersWithModi https://t.co/ACm6RxEtS0",Pro Ruling,pro ruling,farm laws,"['maoist', 'farmers', 'hijacked']","[{'text': 'maoist', 'score': 0.64}, {'text': 'farmers', 'score': 0.4642}, {'text': 'hijacked', 'score': 0.283}]",For ,hashtag suggests 'real' farmers stand with modi and farm laws. 
1177474,"Anti-farm laws protesters raising Khalistani slogans disrupt Holi celebrations by the Indian community in Alberta, Canada
https://t.co/PpLJSIaGRg",Pro Ruling,pro ruling,farm laws,"['protesters', 'canada', 'farm']","[{'text': 'protesters', 'score': 0.6219}, {'text': 'canada', 'score': 0.2795}, {'text': 'farm', 'score': 0.2357}]",For ,shows that anti-farm law protestors raise khalistani slogans. 
2581801,"In first phase of UP polls (Western UP) BJP got 50 percent votes!

50 percent!

So there was never any farm anger

It was only a mirage, created by media.

It is time to bring back farm laws.",Pro Ruling,pro ruling,farm laws,"['farm', 'anger', 'media']","[{'text': 'farm', 'score': 0.4256}, {'text': 'anger', 'score': 0.2548}, {'text': 'media', 'score': 0.1668}]",For ,"demands that there actually isnt any anger against farm laws, but it is just an illusion created by media. Encourages for the reinforcement of farm laws. "
1138371,"“The government has offered to discuss clause by clause of the three farm laws and if there are any shortcomings it was ready to make changes” PM @narendramodi

#PMInLokSabha https://t.co/FGKIgw7g8c",Pro Ruling,pro ruling,farm laws,"['clause', 'government', 'narendramodi']","[{'text': 'clause', 'score': 0.5398}, {'text': 'government', 'score': 0.4225}, {'text': 'narendramodi', 'score': 0.3997}]",Neutral ,"no stance taken, only news delivered."
793913,"#NDTVExclusive | “When the three farm laws are repealed and a bill is introduced on MSP guarantee, the farmers’ protest will end”: Rakesh Tikait (@RakeshTikaitBKU), Farmer Leader, on Kisaan Mahapanchayat in UP

https://t.co/VVuX4BuR2k",Pro OPP,pro opposition,farm laws,"['farmers', 'repealed', 'ndtv']","[{'text': 'farmers', 'score': 0.5563}, {'text': 'repealed', 'score': 0.3718}, {'text': 'ndtv', 'score': 0.224}]",Neutral ,"no stance taken, only news delivered."
1297876,"Khalistanis protest, raise abusive slogans outside Indian doctor's house in California for supporting Indian farm laws https://t.co/ng1v4B6SSV",Pro Ruling,pro ruling,farm laws,"['protest', 'khalistanis', 'farm']","[{'text': 'protest', 'score': 0.5817}, {'text': 'khalistanis', 'score': 0.4099}, {'text': 'farm', 'score': 0.2264}]",For ,shows how anti-farm laws protests are supported by khalistanis. 
498586,"AAP reveals its agenda behind fueling protests!!

#FarmersWithModi #FarmerPolitics #FarmersProtest #FarmLaws2020 https://t.co/vIFD4Pxurm",Pro Ruling,pro ruling,farm laws,"['protest', 'farmer', 'fueling']","[{'text': 'protest', 'score': 0.4875}, {'text': 'farmer', 'score': 0.3256}, {'text': 'fueling', 'score': 0.2219}]",For ,hashtag suggests farmers support modi and hence farm laws. 
649315,"Made my day watching @RakeshTikaitBKU wipe the floor with @anjanaomkashyap हिंदी में कहता “इज़्ज़त का फ़लूदा” Time to smell the coffee girl, not your bank account 🤣😂🤣 #FarmersShineInOlympics #FarmersProtest Take back the #FarmLaws Modi, this’ll hurt big
https://t.co/3roBUtRDKI",Pro OPP,pro opposition,farm laws,"['smell', 'farmers', 'olympics']","[{'text': 'smell', 'score': 0.4203}, {'text': 'farmers', 'score': 0.3216}, {'text': 'olympics', 'score': 0.2196}]",Against ,calls for modi to take back farm laws as it will not end well. 
216429,"What exactly are the demands of the agitating  farmers ?? 
As most of the demands are already included in the New Farm Laws 

➡️MSP is not scrapped 

➡️MSP is included - point 5

➡️Adequate Protection of their land holdings- point 8",Pro Ruling,pro ruling,farm laws,"['farmers', 'demands', 'protection']","[{'text': 'farmers', 'score': 0.5307}, {'text': 'demands', 'score': 0.4542}, {'text': 'protection', 'score': 0.2113}]",For ,suggests that the farm laws actually already incorporate most of the demands that the farmers are making.
186667,"Political role reversals on past #FarmLaws 

@amanpanwar @pkdnambiar

Watch the full discussion here: https://t.co/ik8s4iaM93

#FarmLaws2020 #FarmBills #FarmersProtest #FarmerAgitation #farmersagitation https://t.co/Luvkjfzl8h",Pro OPP,pro opposition,farm laws,"['farmers', 'protest', 'bills']","[{'text': 'farmers', 'score': 0.5722}, {'text': 'protest', 'score': 0.3709}, {'text': 'bills', 'score': 0.2497}]",Neutral ,"no stance taken, only news delivered."
1404284,"Domestic violence isn't an internal issue as it's illegal as per Indian law.

Whereas the implementation process of farm laws, the peaceful dissent, action on violent protests &amp; propaganda, the steps to prevent violence are within the legal framework, hence our internal matter.",Pro Ruling,pro ruling,farm laws,"['violence', 'domestic', 'indian']","[{'text': 'violence', 'score': 0.5359}, {'text': 'domestic', 'score': 0.4335}, {'text': 'indian', 'score': 0.2931}]",For ,"shows that for violent protest, the steps taken by the government are well within the legal framework. "
133340,"#TheBigFight | ""Intent of the bill is entirely pro-corporate, the result is chaos"":  P Sainath, Founder-Editor, P.A.R.I. on new farm laws 

#FarmersProtest #NDTVExclusive https://t.co/A4h70Jcgmz",Pro OPP,pro opposition,farm laws,"['farmers', 'protest', 'ndtv']","[{'text': 'farmers', 'score': 0.5196}, {'text': 'protest', 'score': 0.4313}, {'text': 'ndtv', 'score': 0.2497}]",Against ,claims that the farm laws are in the interests of corporate rule. 
203748,"With Ranjeet Singh, who is at the forefront of #FarmersProtests at Rajasthan-Haryana border at #Shahjahanpur, around 4 thousand farmers have gathered at the border to protest against the #FarmLaws ! https://t.co/e3D95WL3di",Pro OPP,pro opposition,farm laws,"['farmers', 'protests', 'border']","[{'text': 'farmers', 'score': 0.5677}, {'text': 'protests', 'score': 0.3693}, {'text': 'border', 'score': 0.2905}]",Neutral ,"no stance taken, only news delivered."
675426,"Hundreds of precious lives hv been lost in the ongoing farmers’ protest but no affct on Modi govt
Its a big shame that govt of the nation don’t bother abt its people
Undeniably, #FarmLawsAreSuicidalLaws",Pro OPP,pro opposition,farm laws,"['farmers', 'suicidal', 'undeniably']","[{'text': 'farmers', 'score': 0.478}, {'text': 'suicidal', 'score': 0.3004}, {'text': 'undeniably', 'score': 0.156}]",Against ,"calls farm laws ""suicide laws"". "
1438065,"5 reasons why farmers won the farm laws battle against Modi govt

@ChitleenKSethi reports for ThePrint

https://t.co/pPfjkFp2GZ",Pro OPP,pro opposition,farm laws,"['farmers', 'won', 'theprint']","[{'text': 'farmers', 'score': 0.646}, {'text': 'won', 'score': 0.2886}, {'text': 'theprint', 'score': 0.1003}]",Against ,claims that farmers won the farm laws against modi. Suggests a battle against an unwilling leader. 
935375,"#NIA has summoned nearly 20 farmers’ leaders, journalists and social activists to #Delhi even as the Agriculture Minister ruled out a repeal of the #farmlaws and asked #farmers not to be ‘stubborn’. #FarmersProtest https://t.co/u8EHKHhboL",Pro OPP,pro opposition,farm laws,"['farmers', 'summoned', 'journalists']","[{'text': 'farmers', 'score': 0.5368}, {'text': 'summoned', 'score': 0.2106}, {'text': 'journalists', 'score': 0.1181}]",Against ,"shows that anti-farm law protests are making progress even if agriculture minister condescendingly calls farmers ""stubborn"". "
313809,"Darshan Pal

Party: CPI(Maoist)
Background: State convenor of AIKSCC

Supported the release of Naxalites of 'Bheema Koregaon Violence' and 'Delhi Riots'

#FarmLaws2020 #FarmerBill2020 #FarmersWithModi #FarmerPolitics https://t.co/5dcyjxyQtv",Pro Ruling,pro ruling,farm laws,"['maoist', 'farmers', 'bill2020']","[{'text': 'maoist', 'score': 0.4826}, {'text': 'farmers', 'score': 0.4075}, {'text': 'bill2020', 'score': 0.1353}]",For ,hashtag suggests farmers support modi and hence farm laws. 
1594930,"Punjab CM Amarinder Singh has objected to the Centre's move of directly making payments to farmers' bank account, alleging that it would aggravate the ongoing crisis over farm laws
https://t.co/19NJ2RLATw",Pro Ruling,pro ruling,farm laws,"['objected', 'farmers', 'account']","[{'text': 'objected', 'score': 0.4005}, {'text': 'farmers', 'score': 0.298}, {'text': 'account', 'score': 0.158}]",Neutral ,no stance on farm laws being taken. 
1238625,"‘Won’t allow BJP-RSS to organise any event until farm laws not scrapped’: RSS Blood donation camp cancelled in Punjab after ruckus by protestors

https://t.co/22vhD1owbH",Pro Ruling,pro ruling,farm laws,"['rss', 'protestors', 'blood']","[{'text': 'rss', 'score': 0.3936}, {'text': 'protestors', 'score': 0.1955}, {'text': 'blood', 'score': 0.1688}]",For ,"hints at how anti-farm law protestors creating ""ruckus"" at even blood donation camps. "
66633,"New Zealand: Indian origin Radio host stabbed by assailants after he supported the new farm laws in India, in critical condition

https://t.co/t8i1WYh6TI",Pro Ruling,pro ruling,farm laws,"['radio', 'stabbed', 'indian']","[{'text': 'radio', 'score': 0.3756}, {'text': 'stabbed', 'score': 0.3581}, {'text': 'indian', 'score': 0.33}]",Neutral ,"no stance taken, only news delivered."
97325,"I write for @CNNnews18 on the new farm laws; the new laws will benefit farmers. Do give this one a read!
https://t.co/syftxmpbsn",Pro Ruling,pro ruling,farm laws,"['farmers', 'cnnnews18', 'benefit']","[{'text': 'farmers', 'score': 0.5815}, {'text': 'cnnnews18', 'score': 0.2086}, {'text': 'benefit', 'score': 0.1149}]",For ,claims that the new farm laws will actually help the farmers. 
314059,"Where’s the party tonight?

- Pizza
- DJ
- Foot massager
- Political ‘party’

Rush to the nearest protest site!

#RealFarmersWithModi #FarmersProtests #FarmLaws2020 #pizza https://t.co/YurrnPqwwD",Pro Ruling,pro ruling,farm laws,"['party', 'pizza', 'farmers']","[{'text': 'party', 'score': 0.506}, {'text': 'pizza', 'score': 0.4638}, {'text': 'farmers', 'score': 0.2919}]",For ,hashtag suggests 'real' farmers stand with modi and farm laws and that the anti-farm law protests are just an excuse for another big party. 
211181,"Peas Rate per kg :

Rs 6/- At Mandi
Rs 20/- At Farmer's door step

New Farm laws enabled the farmers to sell their produce at higher rate at their door steps https://t.co/njMPAcwFer",Pro Ruling,pro ruling,farm laws,"['farmers', 'rate', 'mandi']","[{'text': 'farmers', 'score': 0.5054}, {'text': 'rate', 'score': 0.4275}, {'text': 'mandi', 'score': -0.0635}]",For ,shows how the new farm laws actually help farmers sell at higher prices. 
1948241,"Not a single farmer died in #UttarPradesh during the farmers’ protest that began in November 2020 against the three farm laws, Chief Minister #YogiAdityanath has stated, reports @omar7rashid 
https://t.co/67MSG7byey",Pro OPP,pro opposition,farm laws,"['farmers', 'died', 'omar7rashid']","[{'text': 'farmers', 'score': 0.4913}, {'text': 'died', 'score': 0.3123}, {'text': 'omar7rashid', 'score': 0.0877}]",Neutral ,"no stance taken, only news delivered."
1095489,"Alleged Farmer Leader Rakesh Tikait calls for Demolishing Some godowns being built by private companies if Centre does not repeal Farm Laws (Tribune)

And He wants Vaccination Centre at Protesting sites .. Wah !!",Pro Ruling,pro ruling,farm laws,"['farm', 'vaccination', 'protesting']","[{'text': 'farm', 'score': 0.4083}, {'text': 'vaccination', 'score': 0.3523}, {'text': 'protesting', 'score': 0.3367}]",For ,mocks the absurdity of anti-farm law protest leaders. 
211622,Modi Government has agreed to all the demands of Farmers but now wolves in sheep's clothing want all the new Farm laws to be withdrawn https://t.co/hAmpmID5i8,Pro Ruling,pro ruling,farm laws,"['sheep', 'farmers', 'government']","[{'text': 'sheep', 'score': 0.4538}, {'text': 'farmers', 'score': 0.377}, {'text': 'government', 'score': 0.2986}]",For ,calls farmers protesting 'wolves in sheeps clothing'.
278939,"Congress exposed yet again!

Even before farm bills were passed by Parliament last week,

Maharashtra Govt was the first to implement farm laws, that too in August

Yet Congress led opposition is protesting across the nation

Even the word 'SHAME' isn't enough to describe this!",Pro Ruling,pro ruling,farm laws,"['congress', 'farm', 'exposed']","[{'text': 'congress', 'score': 0.4341}, {'text': 'farm', 'score': 0.4338}, {'text': 'exposed', 'score': 0.2071}]",For ,shows that anti-farm law protests are actually congress propoganda and doing. 
1176719,"“Farmers” Mhd Sarfaraz &amp; Co-am have joined Kisan Andolan because they are fed up with the evi! Mudi Govt &amp; want it to rollback the 3 oppressive farm laws called CAA NRC NPR 

#toolkit exposed 
https://t.co/RwgCu0Nngy",Pro Ruling,pro ruling,farm laws,"['andolan', 'farmers', 'joined']","[{'text': 'andolan', 'score': 0.459}, {'text': 'farmers', 'score': 0.4318}, {'text': 'joined', 'score': 0.264}]",For ,sarcastic undertone questions if these are even real farmers. Suggests its just a congress toolkit. 
695892,"#मोदी_किसान_विरोधी has no courage for several months, to personally meet and talk to farmers on his #AdaniAmbaniFarmLaws https://t.co/6O6bMCZsRf",Pro OPP,pro opposition,farm laws,"['farmers', 'courage', 'meet']","[{'text': 'farmers', 'score': 0.4856}, {'text': 'courage', 'score': 0.3508}, {'text': 'meet', 'score': 0.2844}]",Against ,hashtag suggests that the farm laws actually benefit large corporates like adani and ambani. 
53070,"Yogendra Yadav, 100 farmers detained in Haryana's Sirsa after agitating against Centre's new farm laws

@_YogendraYadav 

https://t.co/cldp7evx0y",Pro OPP,pro opposition,farm laws,"['farmers', 'haryana', 'detained']","[{'text': 'farmers', 'score': 0.5157}, {'text': 'haryana', 'score': 0.4008}, {'text': 'detained', 'score': 0.3198}]",Neutral ,"no stance taken, only news delivered."
35283,"Farmers are protesting for their survival; new #FarmLaws will snatch away their land: Delhi Chief Minister Arvind Kejriwal at Singhu border

(PTI) https://t.co/TRqB6gRXQZ",Pro OPP,pro opposition,farm laws,"['farmers', 'protesting', 'snatch']","[{'text': 'farmers', 'score': 0.6201}, {'text': 'protesting', 'score': 0.3675}, {'text': 'snatch', 'score': 0.1326}]",Against ,claims that new farm laws will snatch away farmers survival and land. 
384332,"Exclusive: Why PM Modi said, Centre will remove all misgivings of farmers on new farm laws 

#AajKiBaat @RajatSharmaLive https://t.co/8mwi1ho4pm",Pro Ruling,pro ruling,farm laws,"['farmers', 'misgivings', 'remove']","[{'text': 'farmers', 'score': 0.5627}, {'text': 'misgivings', 'score': 0.3525}, {'text': 'remove', 'score': 0.3478}]",Neutral ,"no stance taken, only news delivered."
414893,"Mahatma Gandhi's statue vandalised by Khalistani elements in Washington DC during Anti-farm laws protests, organisers brazen it out https://t.co/wa8ScFzIwY",Pro Ruling,pro ruling,farm laws,"['statue', 'protests', 'farm']","[{'text': 'statue', 'score': 0.6046}, {'text': 'protests', 'score': 0.368}, {'text': 'farm', 'score': 0.2526}]",For ,suggests that anti-farm protests have khalistani elements. 
37210,"3Women in #India are emerging equally as defenders of #humanrights; the ongoing farmer agitation saw some10,000 female farmers marching towards #Delhi to protest against the #farmlaws. #FarmersProtest https://t.co/JcYuXiWxFo",Pro OPP,pro opposition,farm laws,"['3women', 'protest', 'farmer']","[{'text': '3women', 'score': 0.4593}, {'text': 'protest', 'score': 0.3349}, {'text': 'farmer', 'score': 0.3177}]",Against ,"shows how 10,000 female farmers are also emerging as equal defenders of human rights (which are suggesting to be undermined by the new farm laws). "
698569,"Farmers are holding a mahapanchayat today to show strength against the three contentious farm laws in Muzaffarnagar.
Seen in the picture are Naresh Tikait and Ghulam Jola attending the mahapanchayat.
Photo: Anuj Kumar https://t.co/GdLxJ3zqZR",Pro OPP,pro opposition,farm laws,"['farmers', 'holding', 'muzaffarnagar']","[{'text': 'farmers', 'score': 0.6041}, {'text': 'holding', 'score': 0.366}, {'text': 'muzaffarnagar', 'score': 0.3069}]",Neutral ,"no stance taken, only news delivered."
815221,"The RLD has thrown its force behind the ongoing farmers’ agitation over the farm laws, with its leader, former MP Jayant Chaudhary, declaring an extended programme of mahapanchayats across western #UttarPradesh till the first week of March.
https://t.co/hBslGUvWAs",Pro OPP,pro opposition,farm laws,"['rld', 'farmers', 'force']","[{'text': 'rld', 'score': 0.4453}, {'text': 'farmers', 'score': 0.3835}, {'text': 'force', 'score': 0.3024}]",Neutral ,"no stance taken, only news delivered."
1455951,"#Verified

👉More colours in #FarmersProtest

👉Farmers to celebrate 'Pagdi Sambhal Day' on Feb 23  &amp;  wear green turbans

👉This to assert self-respect of farmers

👉Song Pagdi Sambal by Zhang Sial's editor Dayal was a precursor to ANDOLAN against farm laws of Britishers in 1906",Pro OPP,pro opposition,farm laws,"['farmers', 'colours', 'protest']","[{'text': 'farmers', 'score': 0.5021}, {'text': 'colours', 'score': 0.4549}, {'text': 'protest', 'score': 0.3604}]",Neutral ,"no stance taken, only news delivered "
187479,"@RahulGandhi @BhavikaKapoor5 #SuitBootLootKiSarkar pushed down farm income growth to a 14 yr low by 2018. This predatory regime has always betrayed farmers from 2014, starting with Land Acquisition amendment, stopping bonuses, scrapping APMCs &amp; MSPs in Bihar &amp; now farm laws for greedy crony capitalists. https://t.co/iWern5nDc8",Pro OPP,pro opposition,farm laws,"['farmers', 'down', 'msps']","[{'text': 'farmers', 'score': 0.5238}, {'text': 'down', 'score': 0.2508}, {'text': 'msps', 'score': 0.0845}]",Against ,claims that farm laws are only for greedy corporates. 
2496635,"Contrary:

- AAP criticized muslims for spreading corona and implemented farm laws. 
Won

- Yogi was nowhere when people were dyinb last year. 
Won 

- Modi lied in parliament and on TV about China.
Still favourite. 

- Amit Shah man killed farmers and Won",Pro OPP,pro opposition,farm laws,"['muslims', 'farmers', 'nowhere']","[{'text': 'muslims', 'score': 0.5518}, {'text': 'farmers', 'score': 0.2175}, {'text': 'nowhere', 'score': 0.0287}]",Against ,shows how leaders do worse (like farm laws) and still win. 
47735,"""PM Forcing A Gift That Farmers Don't Want"": Yogendra Yadav On #FarmLaws 
https://t.co/yT8Gp11YnN https://t.co/0KHAX2o408",Pro OPP,pro opposition,farm laws,"['farmers', 'gift', 'forcing']","[{'text': 'farmers', 'score': 0.6319}, {'text': 'gift', 'score': 0.3743}, {'text': 'forcing', 'score': 0.349}]",Against ,"underlying tone of sarcasm calling the farm laws a ""gift"". "
916162,BIG : Three Farm Laws Have Been Stayed By Apex Court And These Acts Are Not In Place. What Are You Protesting For ? : SC to Farmers’ Body,Pro Ruling,pro ruling,farm laws,"['farmers', 'protesting', 'court']","[{'text': 'farmers', 'score': 0.5399}, {'text': 'protesting', 'score': 0.365}, {'text': 'court', 'score': 0.209}]",For  ,shows how supreme court itself questioning farmers on what they really are protesting for? 
715388,Visual evidence released by Delhi police show horrific violence by “farmers” protesting against #FarmLaws on R-Day.  @priyankagandhi &amp; other opposition leaders should be ashamed for condoning R-Day protests that were criminal in intent. But shame is not in politicians’ vocabulary,Pro Ruling,pro ruling,farm laws,"['shame', 'farmers', 'police']","[{'text': 'shame', 'score': 0.4234}, {'text': 'farmers', 'score': 0.3822}, {'text': 'police', 'score': 0.2821}]",For ,claims how anti-farm laws are violent and criminal in intent. 
1446154,"Attorney General : When they go before the Committee, will it be their only demand that the laws must be repealed? If they are not prepared to tell their exact grievances, the committee will not be useful.

#FarmersProtests 
#FarmLaws
#SupremeCourt",Pro OPP,pro opposition,farm laws,"['committee', 'farmers', 'attorney']","[{'text': 'committee', 'score': 0.4801}, {'text': 'farmers', 'score': 0.3613}, {'text': 'attorney', 'score': 0.2725}]",Neutral ,"no stance taken, only news delivered "
102347,"Mann Ki Baat: PM Modi says new farm laws have begun mitigating farmers' problems in short span of time.
https://t.co/UMP54Km585
#MannKiBaat 
@PMOIndia @Oneindia https://t.co/AXViqWI40M",Pro Ruling,pro ruling,farm laws,"['farmers', 'laws', 'new']","[{'text': 'farmers', 'score': 0.5877}, {'text': 'laws', 'score': 0.351}, {'text': 'new', 'score': 0.2231}]",For ,claims that new farm laws have already starting helping farmers in no time. 
211186,"Make the New farm Laws optional for the States :

States which want to keep their farmers in 19th century era can opt out and those states which wants to take their farmers to 21st century can implement it.",Pro Ruling,pro ruling,farm laws,"['farmers', 'states', 'optional']","[{'text': 'farmers', 'score': 0.469}, {'text': 'states', 'score': 0.4081}, {'text': 'optional', 'score': 0.277}]",For ,"implies that by implementing the farm laws, farmers can actually move ahead in the 21st century and not stay backward. "
994382,"In the past Modi ji did not take back CAA to win Delhi or West Bengal, where BJP had really worked hard. So to think that he has repelled Farm laws to win state election is naive. There is something more to it. Things that Government will never tell us and should not be told.",Pro Ruling,pro ruling,farm laws,"['election', 'farm', 'naive']","[{'text': 'election', 'score': 0.3292}, {'text': 'farm', 'score': 0.2765}, {'text': 'naive', 'score': 0.1476}]",For ,calling for people to trust the intent of government implementing farm laws and not question their motives. 
190212,"Punjab Congress chief startles leadership during protest against farm laws

Read @ANI Story | https://t.co/oq00KuxNdk https://t.co/SXbxQ6pEf2",Pro Ruling,pro ruling,farm laws,"['leadership', 'congress', 'startles']","[{'text': 'leadership', 'score': 0.4957}, {'text': 'congress', 'score': 0.3638}, {'text': 'startles', 'score': 0.2127}]",Neutral ,"no stance taken, only news delivered "
1914071,"In the #ModiInterview, PM @narendramodi speaks about the Farm laws; Tune in to watch the full interview here - https://t.co/RdOPX9kmYV https://t.co/SV8ALcRas1",Pro Ruling,pro ruling,farm laws,"['narendramodi', 'farm', 'interview']","[{'text': 'narendramodi', 'score': 0.5388}, {'text': 'farm', 'score': 0.4609}, {'text': 'interview', 'score': 0.342}]",Neutral ,"no stance taken, only news delivered "
1449783,"Movement suspended, not withdrawn: #RakeshTikait
#FarmLawsRepealed #FarmersProtest 
 https://t.co/AB4qgCqstm",Pro OPP,pro opposition,farm laws,"['protest', 'farm', 'suspended']","[{'text': 'protest', 'score': 0.4896}, {'text': 'farm', 'score': 0.383}, {'text': 'suspended', 'score': 0.3049}]",Neutral ,"no stance taken, only news delivered "
422701,"Yesterday during a discussion with Farmers, Govt asked about the specific Clauses in #FarmLaws which are against the farmers

And as you can guess, they could not answer a single clause which is against them.

Govt has now asked them to come up with the problematic clause. 😁 https://t.co/MkJwUsbZoT",Pro Ruling,pro ruling,farm laws,"['farmers', 'clause', 'govt']","[{'text': 'farmers', 'score': 0.5248}, {'text': 'clause', 'score': 0.4716}, {'text': 'govt', 'score': 0.2761}]",For ,claims that there is actually no problematic clause in farm laws and even farmers couldn’t come up with one. 
1084237,"US backs India's new farm laws, says these reforms will improve efficiency of markets and attract Investments. US hopes any differences could be solved by talks as observed by SC",Pro Ruling,pro ruling,farm laws,"['reforms', 'india', 'backs']","[{'text': 'reforms', 'score': 0.4617}, {'text': 'india', 'score': 0.3295}, {'text': 'backs', 'score': 0.1999}]",For ,shows how even the US supports farm laws and believes it will increase efficiency and investments. 
