source_row,tweet,tweet_label,_label_norm,keyword,subjects,subjects_scored,STANCE ,Reasoning 
2756971,"Left: INSIDE the new parliament building

Right: OUTSIDE the new parliament building.

#ModiFailedIndia 
#BJPSeBetiBachao https://t.co/WzSAOgrHSM",Pro OPP,pro opposition,new parliament,"['parliament', 'india', 'left']","[{'text': 'parliament', 'score': 0.5866}, {'text': 'india', 'score': 0.4942}, {'text': 'left', 'score': 0.4224}]",Against ,hashtag suggests how Modi has failed India. 
2707247,"The most powerful message from all the images from the new Parliament is this picture. It serves as a reminder to us Indians of what was ours, what eventually will be ours.

#MyParliamentMyPride https://t.co/oGcBFN1TTC",Pro Ruling,pro ruling,new parliament,"['parliament', 'indians', 'picture']","[{'text': 'parliament', 'score': 0.5522}, {'text': 'indians', 'score': 0.4886}, {'text': 'picture', 'score': 0.3768}]",For ,"hashtag suggests ""my parliament, my pride"". "
2772552,Goosebumps.. The New Parliament is looking so Magnificient  &amp; GRAND almost like UN General Assembly Hall 😍 PM Modi is right - 28th May 2023 is HISTORIC IMMORTAL DAY in India's History. It is symbol of Taking Plan to Realisation 👏🇮🇳 #MyParliamentMyPride https://t.co/tFPJq92P2v https://t.co/5xTpAzNYS0,Pro Ruling,pro ruling,new parliament,"['parliament', 'india', 'goosebumps']","[{'text': 'parliament', 'score': 0.6064}, {'text': 'india', 'score': 0.3797}, {'text': 'goosebumps', 'score': 0.2023}]",For ,calls it magnificent and grand. 
2498459,"Nepali citizens went to the polls to elect a new parliament, with the election being heavily influenced by popular discontent with the country's ageing political class.

@alysonle brings you @murarka_saloni's report

Watch more: https://t.co/dm7SyC01cG

#NepalElections2022 https://t.co/2BV4sj2lHu",Pro Ruling,pro ruling,new parliament,"['elections', 'nepal', 'ageing']","[{'text': 'elections', 'score': 0.5594}, {'text': 'nepal', 'score': 0.5065}, {'text': 'ageing', 'score': 0.1556}]",Neutral ,no stance on new parliament being taken. 
629456,"MLA Housing Projects in Maharashtra &amp; Rajasthan - ₹1166 cr.

Cost of India’s new parliament building is  ₹862 cr.
-  @HardeepSPuri

Also Aditya Thackeray clears Rs 3693 crores to Renovate bungalows of Shivsena corporators. 

असली कहानी 'घर-घर' की।",Pro Ruling,pro ruling,new parliament,"['housing', 'india', 'cost']","[{'text': 'housing', 'score': 0.5326}, {'text': 'india', 'score': 0.3554}, {'text': 'cost', 'score': 0.3545}]",Against ,shows how much money is being spent. 
2676192,"While Modi was inaugurating his new Parliament, this is what his police was doing with India’s top sports women and men! https://t.co/f7LLAPwd4C",Pro OPP,pro opposition,new parliament,"['police', 'india', 'parliament']","[{'text': 'police', 'score': 0.4602}, {'text': 'india', 'score': 0.3758}, {'text': 'parliament', 'score': 0.3659}]",Against ,shows how the new parliament opening coincided with the government also carrying out assault. 
2697160,"India to soon get new Parliament.

Not sure about democracy.",Pro OPP,pro opposition,new parliament,"['parliament', 'india', 'new']","[{'text': 'parliament', 'score': 0.5012}, {'text': 'india', 'score': 0.4382}, {'text': 'new', 'score': 0.2128}]",Against ,claims that a new parliament does not mean a new democracy. 
2655930,"Tension prevailed at Jantar Mantar on Sunday when protesters marched towards the new Parliament to demand the arrest of the #WFI chief, with many protestors like #VineshPhogat and #SakshiMalik being detained.
📸: Sushil Kumar Verma, AFP, PTI, ANI
https://t.co/ds0joykixw https://t.co/64X9KL9PLL",Pro OPP,pro opposition,new parliament,"['protesters', 'tension', 'sushil']","[{'text': 'protesters', 'score': 0.5649}, {'text': 'tension', 'score': 0.5063}, {'text': 'sushil', 'score': 0.029}]",Neutral ,"no stance taken, only news delivered."
2761378,When Cong opposes PM @narendramodi ‘s move to inaugurate new Parliament building on Savarkar jayanti let it know that Savarkar the democrat had said that Opposition Party should be called Minority Party becoz ‘opposition’ connotes opposing even good that ruling party does. So apt… https://t.co/Quq0nFcp1O https://t.co/CbCZD7Junx,Pro Ruling,pro ruling,new parliament,"['opposition', 'narendramodi', 'new']","[{'text': 'opposition', 'score': 0.6002}, {'text': 'narendramodi', 'score': 0.2998}, {'text': 'new', 'score': 0.1481}]",For ,"shows that parliament is something ""good"" that ruling party has done. "
2695343,"The day was teeming with moments that will forever be etched in memory! Indeed, it was a day destined to be inscribed in the annals of history, marking the dawn of #NewIndia's golden age.

#MyParliamentMyPride #NewParliamentBuilding
#SengolInParliament https://t.co/Fg2c3TXWka",Pro Ruling,pro ruling,new parliament,"['day', 'parliament', 'india']","[{'text': 'day', 'score': 0.4754}, {'text': 'parliament', 'score': 0.4589}, {'text': 'india', 'score': 0.3629}]",For ,"hashtag suggests ""my parliament, my pride"". "
2931522,"So @narendramodi inaugurating the #NewParliamentBuilding is a sign of megalomania, but Nehru giving Nehru a Bharatratna is a gesture of rare humility? This meme really cracks me up, coz it shows exactly the kind of a man Chacha was! https://t.co/AZRtPlogyV",Pro Ruling,pro ruling,new parliament,"['narendramodi', 'parliament', 'meme']","[{'text': 'narendramodi', 'score': 0.5736}, {'text': 'parliament', 'score': 0.4819}, {'text': 'meme', 'score': 0.2906}]",For ,defends Modi.
207367,"""It won't be long before the world would say that India is the Mother of Democracy.""- PM @narendramodi. Watch this video to know more. #NewParliament4NewIndia https://t.co/TNjgeCxW5I",Pro Ruling,pro ruling,new parliament,"['india', 'democracy', 'video']","[{'text': 'india', 'score': 0.5719}, {'text': 'democracy', 'score': 0.4871}, {'text': 'video', 'score': 0.2706}]",For ,"hashtag suggests ""new parliament for new india"". "
2764580,"When u look at images of New Parliament building remember - Same time when Indians were dying during pandemic, struggling for oxygen, losing loved ones and Govt was asking for donations to save lives, this building which was not even needed, was being built at exorbitant cost",Pro OPP,pro opposition,new parliament,"['building', 'indians', 'dying']","[{'text': 'building', 'score': 0.4816}, {'text': 'indians', 'score': 0.342}, {'text': 'dying', 'score': 0.3151}]",Against ,shows how government is prioritising new building than the life of its citizens. 
1824113,"#AmritMahotsav | The new #Parliament House should naturally be equipped with state-of-the-art technology solutions to deliver altogether new experience to all its members, citizens &amp; other stakeholders. #DigitalSansad will match the needs &amp; aspiration of #NewIndia! @Rajeev_GoI https://t.co/hjgzzK6CHm",Pro Ruling,pro ruling,new parliament,"['parliament', 'india', 'digital']","[{'text': 'parliament', 'score': 0.5597}, {'text': 'india', 'score': 0.3389}, {'text': 'digital', 'score': 0.2788}]",For ,shows promise of new parliament. 
9871,"We, the people of India, take this pledge that nothing will be more important to us than the unity, integrity of the country: PM @narendramodi #NewParliament4NewIndia",Pro Ruling,pro ruling,new parliament,"['india', 'pledge', 'nothing']","[{'text': 'india', 'score': 0.5169}, {'text': 'pledge', 'score': 0.4112}, {'text': 'nothing', 'score': 0.1901}]",For ,"hashtag suggests ""new parliament for new india"". "
2761639,"PM @narendramodi went for a surprise visit to the new Parliament building.

He spent more than an hour and inspected various works along with observing the facilities coming up at both houses of the Parliament; Also interacted with the construction workers. https://t.co/pjg49LnFnH",Pro Ruling,pro ruling,new parliament,"['parliament', 'narendramodi', 'workers']","[{'text': 'parliament', 'score': 0.4688}, {'text': 'narendramodi', 'score': 0.4012}, {'text': 'workers', 'score': 0.3106}]",For ,shows how much modi is involved and careful.
2862336,"Pandit Nehru, Rajiv Gandhi, Indira Gandhi all have lead inaguration ceremonies inside the Parliament. Why such a hue&amp; cry over PM @narendramodi inaugurating  #NewParliamentBuilding on 28th May?  How far will the Opposition go to expose it's jealousy against PM Modi! https://t.co/pREAPpNdie",Pro Ruling,pro ruling,new parliament,"['parliament', 'narendramodi', 'jealousy']","[{'text': 'parliament', 'score': 0.5656}, {'text': 'narendramodi', 'score': 0.4088}, {'text': 'jealousy', 'score': 0.1823}]",For ,claims that congress is just jealous of Modi.
2815084,"India's tallest leader, the first Prime Minister of independent India, Jawaharlal Nehru, was cremated on 28 May.
Narendra Modi chose the same day to inaugurate the so-called new parliament house!",Pro OPP,pro opposition,new parliament,"['leader', 'india', 'cremated']","[{'text': 'leader', 'score': 0.4577}, {'text': 'india', 'score': 0.3152}, {'text': 'cremated', 'score': 0.2917}]",Against ,shows the negative dual meaning behind the date of parliament inaugration. 
2695302,"PM @narendramodi felicitates 'Shramiks' who built new Parliament building
https://t.co/7nsfRQExcT 

via NaMo App https://t.co/2Rl9TvskCq",Pro Ruling,pro ruling,new parliament,"['narendramodi', 'building', 'app']","[{'text': 'narendramodi', 'score': 0.4063}, {'text': 'building', 'score': 0.395}, {'text': 'app', 'score': 0.1454}]",For ,shows how modi is involving everyone in the new endeavor. 
2750296,"Did you know that India had built Afghanistan parliament

This project was started by Sonia Gandhi's govt

When parliament was ready, around Rs 1,000 crore was spent

Today, same Congress is against India's new parliament building which is built at lower cost (as per inflation)",Pro Ruling,pro ruling,new parliament,"['congress', 'afghanistan', 'inflation']","[{'text': 'congress', 'score': 0.4984}, {'text': 'afghanistan', 'score': 0.2701}, {'text': 'inflation', 'score': 0.2132}]",For ,shows hypocricy of Congress. 
2868861,"#WATCH | First look at the New Parliament building that will be inaugurated by PM @narendramodi on May 28.

#NewParliamentBuilding https://t.co/OxlIXmzf8H",Pro Ruling,pro ruling,new parliament,"['parliament', 'new', 'narendramodi']","[{'text': 'parliament', 'score': 0.5755}, {'text': 'new', 'score': 0.3123}, {'text': 'narendramodi', 'score': 0.2805}]",Neutral ,"no stance taken, only news delivered."
726855,"Kudos to Meghalaya Governor SP Malik who again attacked the govt over the issue of the farm laws, saying that it will have to eventually concede to the demands of farmers &amp; that it should have invested in world class colleges rather than a new Parliament https://t.co/FORC5baBth",Pro OPP,pro opposition,new parliament,"['farmers', 'parliament', 'attacked']","[{'text': 'farmers', 'score': 0.3844}, {'text': 'parliament', 'score': 0.3043}, {'text': 'attacked', 'score': 0.1186}]",Against ,"says ""kudos"" to the governor condemning the large amounts of money spent on the new parliament. "
296242,Glance through to know the importance of the new Parliament Building and why it is being built. #NewParliament4NewIndia https://t.co/UH0BJeIGlW,Pro Ruling,pro ruling,new parliament,"['parliament', 'india', 'new']","[{'text': 'parliament', 'score': 0.6207}, {'text': 'india', 'score': 0.3962}, {'text': 'new', 'score': 0.3057}]",For ,"hashtag suggests ""new parliament for new india"". "
599898,Save the Parliament House precinct. It is a symbol of our freedom. We don’t need a India does not need a new Parliament House and precinct.,Pro OPP,pro opposition,new parliament,"['parliament', 'india', 'save']","[{'text': 'parliament', 'score': 0.5388}, {'text': 'india', 'score': 0.3537}, {'text': 'save', 'score': 0.212}]",Against ,claims that India does not need a new parliament. 
2814578,"The Hon’ble President of India will inaugurate a new building in the Jharkhand High Court today. 

But the new Parliament inauguration is reserved for PM Modi by sidelining the President. 

Unacceptable. https://t.co/w2n7xL8mec",Pro OPP,pro opposition,new parliament,"['inauguration', 'india', 'sidelining']","[{'text': 'inauguration', 'score': 0.4998}, {'text': 'india', 'score': 0.3019}, {'text': 'sidelining', 'score': 0.0651}]",Against ,shows how President of India was disrespected.
1853182,"From Gandhi to Godse; From our national emblem with lions sitting majestically &amp; peacefully; to the new national emblem unveiled for the top of the new Parliament building under construction at Central Vista; Angry lions with bared fangs.
This is Modi's new India! https://t.co/cWAduxPlWR",Pro OPP,pro opposition,new parliament,"['india', 'emblem', 'lions']","[{'text': 'india', 'score': 0.5153}, {'text': 'emblem', 'score': 0.4775}, {'text': 'lions', 'score': 0.4033}]",Against ,angry at modi's idea of new India. 
218445,"#DoYouKnow, the new Parliament Building will have two separate designated entrances that will provide secure access to the Public Galleries. #NewParliament4NewIndia https://t.co/o1VDgqOwzg",Pro Ruling,pro ruling,new parliament,"['parliament', 'secure', 'india']","[{'text': 'parliament', 'score': 0.5592}, {'text': 'secure', 'score': 0.2582}, {'text': 'india', 'score': 0.2334}]",For ,"hashtag suggests ""new parliament for new india"". "
2118090,"PM @narendramodi unveils National Emblem cast on the roof of the new Parliament Building

Prime Minister also interacts with the Shramjeevis involved in the making of the Parliament

Read here: https://t.co/fDelsdHh0s https://t.co/YRNaOVsqNp",Pro Ruling,pro ruling,new parliament,"['narendramodi', 'emblem', 'roof']","[{'text': 'narendramodi', 'score': 0.4889}, {'text': 'emblem', 'score': 0.4009}, {'text': 'roof', 'score': 0.2868}]",For ,shows how modi is involving everyone in the new endeavor. 
102615,"Do you know?

The theme of the Rajya Sabha is inspired by the National Flower of India - the Lotus, in the New Parliament Building.

#NewParliament4NewIndia #NewParliamentBuilding https://t.co/TlubXau6oP",Pro Ruling,pro ruling,new parliament,"['india', 'parliament', 'theme']","[{'text': 'india', 'score': 0.5316}, {'text': 'parliament', 'score': 0.4426}, {'text': 'theme', 'score': 0.4409}]",For ,"hashtag suggests ""new parliament for new india"". "
2786863,"Left: INSIDE the new parliament building

Right: OUTSIDE the new parliament building.

#ModiFailedIndia 

It has always been #BJPSeBetiBachao. https://t.co/XjKOSTLLQZ https://t.co/LoyaXBltQ8",Pro OPP,pro opposition,new parliament,"['parliament', 'india', 'left']","[{'text': 'parliament', 'score': 0.5223}, {'text': 'india', 'score': 0.4825}, {'text': 'left', 'score': 0.4449}]",Against ,hashtag suggests how Modi has failed India. 
2707243,"Rahul Gandhi mocks Sengol and Hindu culture in San Francisco, claims BJP wants to distract the public from ‘real issues’ using New Parliament Building

https://t.co/9138wx0Hwt",Pro Ruling,pro ruling,new parliament,"['hindu', 'distract', 'real']","[{'text': 'hindu', 'score': 0.4466}, {'text': 'distract', 'score': 0.3009}, {'text': 'real', 'score': 0.2129}]",Neutral ,"no stance taken, only news delivered."
2766000,"What's the significance of 28th May to inaugurate the new parliament &amp; his new palace, by Tinpot Shahenshah? 

28th May 1964 was the day when Nehru was cremated, mourned by crores of Indians.

Petty &amp; vicious pracharaks always remain petty &amp; vicious in all matters. https://t.co/6J1Hi0aOhP",Pro OPP,pro opposition,new parliament,"['parliament', 'indians', 'cremated']","[{'text': 'parliament', 'score': 0.4828}, {'text': 'indians', 'score': 0.4115}, {'text': 'cremated', 'score': 0.2496}]",Against ,shows the negative dual meaning behind the date of parliament inaugration. 
892109,"PM Modi Inspects Construction Works Of The New parliament Building in New Delhi. 🇮🇳

Dear PM @narendramodi Ji Please Take Some Rest. ❤🙏 https://t.co/CwEFv44ztU",Pro Ruling,pro ruling,new parliament,"['construction', 'parliament', 'narendramodi']","[{'text': 'construction', 'score': 0.487}, {'text': 'parliament', 'score': 0.4316}, {'text': 'narendramodi', 'score': 0.3871}]",For ,shows how Modi is working so much and should take some rest. 
