source_row,tweet,tweet_label,_label_norm,keyword,subjects,subjects_scored,STANCE ,Reasoning 
312283,"#DontProvokeMuslims | What we are seeing now is the govt's apathy towards the minorities, why are so many people out on the roads protesting? CAA is a black law: Waris Pathan- National Spokesperson, AIMIM
https://t.co/RZHKU3wOei",Pro Ruling,pro ruling,caa,"['protesting', 'muslims', 'roads']","[{'text': 'protesting', 'score': 0.4683}, {'text': 'muslims', 'score': 0.4385}, {'text': 'roads', 'score': 0.333}]",Against ,"calls CAA a ""black law"" and apathy towards muslims. "
1543350,"Never forget #Modi has killed people just for chest-thumping and his image glorification:-

- Demonetization
- Idiotic unplanned Lockdown 
- Pulwama 
- Galwan 
- CAA NRC
- 370 
- #COVID19India -&gt;Diya, Thali &amp; data fudging 
- Kumbh
- Election rallies
- Farmers Protest 
#ResignModi",Pro OPP,pro opposition,caa,"['india', 'killed', 'election']","[{'text': 'india', 'score': 0.4424}, {'text': 'killed', 'score': 0.4077}, {'text': 'election', 'score': 0.2795}]",Against ,calls for the resignation of Modi due to his blood spilling politics. 
1720487,"My warm birthday greetings to one of the most awesome, rocking Congress spokesperson!!

 Happy Birthday @Pawankhera ji  🎂 🎉 

@mehek @IncSapphire @cleviic @tanveer1729 @alamgirizvi @Sunil_SharmaINC @aawara_aatma  @_iamSAIl @RutvikSubhedar  @sursmi https://t.co/ntvDAM30ve",Pro OPP,pro opposition,caa,"['congress', 'birthday', 'rocking']","[{'text': 'congress', 'score': 0.5517}, {'text': 'birthday', 'score': 0.4893}, {'text': 'rocking', 'score': 0.2596}]",Neutral ,no stance on CAA being taken. 
563416,So any small group can hold the great majority hostage to narrow interests? The great majority of farmers have welcomed this! Only 6% of farmers mostly the rich ones in Punjab and Haryana benefit from MSP and the middlemen are behind this! Like the fake anti CAA protests! https://t.co/THcLpL8RE2,Pro Ruling,pro ruling,caa,"['farmers', 'majority', 'hostage']","[{'text': 'farmers', 'score': 0.4136}, {'text': 'majority', 'score': 0.3555}, {'text': 'hostage', 'score': 0.1665}]",For ,"calls anti-caa protests ""fake"". "
287894,"#StopProvokingIndia | We will stop the protest tomorrow, just let them take away that anti-India CAA: Tanvir Ahmed, National Spokesperson, JD(S) https://t.co/jghcajZuXf https://t.co/JktHqewTPn",Pro Ruling,pro ruling,caa,"['india', 'protest', 'tanvir']","[{'text': 'india', 'score': 0.5193}, {'text': 'protest', 'score': 0.4793}, {'text': 'tanvir', 'score': 0.2678}]",Against ,"calls CAA ""anti-India"". "
1917039,"2019- They lathicharged on CAA protest

2020- They lathicharged on Farmers protest

2021- They lathicharged on Student protest

2022- Now they are lathicharging on Kashmiri Pandits protest

Anyone protesting angers this Govt.",Pro OPP,pro opposition,caa,"['protesting', '2022', 'farmers']","[{'text': 'protesting', 'score': 0.5353}, {'text': '2022', 'score': 0.3478}, {'text': 'farmers', 'score': 0.1821}]",Against ,suggests the hardline and violent measures of Govt for protesting. 
14927,"Prashant Bhushan detained at Delhi Gate.

#CAAProtest https://t.co/kRDKIrweu3",Pro OPP,pro opposition,caa,"['bhushan', 'detained', 'protest']","[{'text': 'bhushan', 'score': 0.5444}, {'text': 'detained', 'score': 0.5067}, {'text': 'protest', 'score': 0.3303}]",Neutral ,"no stance taken, only news delivered."
1270731,"#IndiaFightsCorona:

📍 Average daily vaccination rate[in lakh/day] (As on 9th September, 2021)

- Secretary, @MoHFW_INDIA 

#Unite2FightCorona
#StaySafeStayHealthy https://t.co/wCAAFviee3",Pro Ruling,pro ruling,caa,"['vaccination', 'mohfw_india', 'stay']","[{'text': 'vaccination', 'score': 0.4425}, {'text': 'mohfw_india', 'score': 0.3427}, {'text': 'stay', 'score': 0.2276}]",Neutral ,no stance on CAA being taken. 
134507,"Watch | ""Will speak to Amit Shah to give more power to local police"": Delhi CM Arvind Kejriwal 

#DelhiViolence #CAAProtests https://t.co/y279XJJf0J",Pro OPP,pro opposition,caa,"['delhi', 'protests', 'power']","[{'text': 'delhi', 'score': 0.4827}, {'text': 'protests', 'score': 0.4279}, {'text': 'power', 'score': 0.2142}]",Neutral ,"no stance taken, only news delivered."
205130,"Good decision @narendramodi
@amitshah.

Now be responsible and cancel that 4000 cr npr exercise. That money is better spent on dealing with the crisis. #notocaa_nrc_npr #resistance https://t.co/7CqedXuarq",Pro OPP,pro opposition,caa,"['exercise', 'narendramodi', 'crisis']","[{'text': 'exercise', 'score': 0.3937}, {'text': 'narendramodi', 'score': 0.3811}, {'text': 'crisis', 'score': 0.3672}]",For ,subtly suggests that it is a good decision? 
240553,"Now in Goa, Congress leader Ramkrishna Jalmi has been arrested!

Reason?

Because of his hate speech against Lord Parashuram during anti-CAA rally backed by Goa Church!

Dear Hindus, again I'm reminding you,
anti-CAA protest aims to eliminate us!

Don't forget it!",Pro Ruling,pro ruling,caa,"['ramkrishna', 'arrested', 'protest']","[{'text': 'ramkrishna', 'score': 0.5128}, {'text': 'arrested', 'score': 0.4325}, {'text': 'protest', 'score': 0.3503}]",For ,claims that CAA is good as anti-CAA aims to eliminate hindus. 
32370,"BJP Manifesto Checklist in #1YearofModi2

✅- GST
✅- CAA
✅- OROP
✅- Stable Govt
✅- Triple Talaq
✅- Ram Mandir
✅- Low inflation
✅- Low corruption
✅- Surgical Strikes
✅- Isolation of Pakistan
✅- Curbing Black money
✅- Removal of Article 370
✅- De-registered 14,800 NGOs",Pro Ruling,pro ruling,caa,"['manifesto', 'pakistan', '1yearofmodi2']","[{'text': 'manifesto', 'score': 0.4597}, {'text': 'pakistan', 'score': 0.3785}, {'text': '1yearofmodi2', 'score': 0.2245}]",For ,puts CAA in a checklist of good factors that government is targeting. 
1399910,"Pakistan Prime Minister Imran Khan heaps praises on China once again, speaks to the Chinese state media, alleges massive US pressure on Pakistan to sideline China, pledges deeper friendship and more collaboration with China whether America and other countries like it or not.",Pro Ruling,pro ruling,caa,"['china', 'khan', 'pressure']","[{'text': 'china', 'score': 0.4478}, {'text': 'khan', 'score': 0.3664}, {'text': 'pressure', 'score': 0.0797}]",Neutral ,no stance on CAA being taken. 
646019,"●Assam population: 3.09 Cr
Hindu: 61% Muslim: 34%

●Population Growth:
Hindu: 10.89% Muslim: 29.59%

The growth is 3 times faster than any India state. This why people voted BJP to strictly implement CAA &amp; NRC to stop the demographic shift &amp; save Assam from becoming Kashmir.",Pro Ruling,pro ruling,caa,"['india', 'voted', 'faster']","[{'text': 'india', 'score': 0.4797}, {'text': 'voted', 'score': 0.2313}, {'text': 'faster', 'score': 0.1176}]",For ,shows how Muslims are increasing more in Assam than Hindus which is why CAA is justified. 
838648,"Let whatever happen but we will not allow implementation of CAA ! 

@RahulGandhi at Assam ! 

Say No to CAA! 

#RahulGandhiWithAssam https://t.co/SKXwqp3XNh",Pro OPP,pro opposition,caa,"['rahulgandhi', 'caa', 'no']","[{'text': 'rahulgandhi', 'score': 0.5921}, {'text': 'caa', 'score': 0.3706}, {'text': 'no', 'score': 0.2708}]",Against ,calls for people to stand against CAA. 
52295,"Joe Biden set to become the Next US President

Good thing is Joe is the same guy who was disappointed and against CAA, NRC in Assam and seeked restoration of people's rights in Kashmir.

#USElectionResults2020",Pro OPP,pro opposition,caa,"['election', 'good', 'kashmir']","[{'text': 'election', 'score': 0.4573}, {'text': 'good', 'score': 0.1647}, {'text': 'kashmir', 'score': 0.1236}]",Against ,happy for the appointment of Joe Biden as next US president as he was also against CAA. 
11356,"TONIGHT- Women are protesting in Seelampur-Jaffrabad area in Delhi. They’ve blocked the road outside Jaffrabad metro station.

This, in support of the bandh call given by @BhimArmyChief for Sunday. #AntiCAA_NRC_NPR https://t.co/J03ibtCSjU",Pro OPP,pro opposition,caa,"['protesting', 'women', 'jaffrabad']","[{'text': 'protesting', 'score': 0.5666}, {'text': 'women', 'score': 0.4685}, {'text': 'jaffrabad', 'score': 0.3705}]",Against ,shows women's support for anti-CAA.
1823612,Emergency Credit Line Guarantee Scheme (ECLGS) has provided much-needed additional credit to more than 130 lakh MSMEs. This has helped them mitigate the adverse impact of the pandemic. #AatmaNirbharBharatKaBudget https://t.co/PALuWTOvAW,Pro Ruling,pro ruling,caa,"['credit', 'msmes', 'pandemic']","[{'text': 'credit', 'score': 0.4575}, {'text': 'msmes', 'score': 0.3309}, {'text': 'pandemic', 'score': 0.2761}]",Neutral ,no stance on CAA being taken. 
461224,"""Unfortunately,any laws which ought to have been scrapped are continued and bureaucracy is exercising powers under them against citizens of free India."" - Bombay HC. #resistance #NoToCAA_NRC_NPR https://t.co/QEKdA4Cct0",Pro OPP,pro opposition,caa,"['bureaucracy', 'india', 'exercising']","[{'text': 'bureaucracy', 'score': 0.486}, {'text': 'india', 'score': 0.4774}, {'text': 'exercising', 'score': 0.0923}]",Against ,hashtag calls for citizens to stand against CAA. 
965341,"Congress party is an idea of terror who imposed emergency, waged war on Sikh minorities, Congress slaughtered Brahmins in MH. 

Bigoted Power monger divided India on religious hatred in BLOODY partition to become PM

Cong allows Pak Zindabad, hinduonse aazadi in CAA protest https://t.co/VXgq9ES6cS",Pro Ruling,pro ruling,caa,"['congress', 'india', 'bloody']","[{'text': 'congress', 'score': 0.5963}, {'text': 'india', 'score': 0.4522}, {'text': 'bloody', 'score': 0.1642}]",For ,"shows that by protesting against CAA, congress is promoting Pakistan and terror. "
569179,"What's the Fuss over #CAA? 
Watch #WhatTheFatah where I expose the hypocrisy of India’s Islamists &amp; Communists who find it hard to give citizenship to Hindus &amp; Sikhs who fled Pakistan and B’Desh to settle in India before 2015. Click👇here for the truth. 
https://t.co/RkmTdPBYKF",Pro Ruling,pro ruling,caa,"['hindus', 'communists', 'hypocrisy']","[{'text': 'hindus', 'score': 0.4967}, {'text': 'communists', 'score': 0.321}, {'text': 'hypocrisy', 'score': 0.1931}]",For ,questions why there is a fuss over CAA as Hindus are treated the same in other countries. 
1553895,"World Health Organization to issue its interim recommendations on the use of the #COVID19Vaccine developed by #AstraZeneca and Oxford University on Wednesday 

#WHO
#oxfordvaccine 
#oxfordastrazeneca https://t.co/dl7lwW7X2L",Pro Ruling,pro ruling,caa,"['vaccine', 'covid19', 'oxford']","[{'text': 'vaccine', 'score': 0.5858}, {'text': 'covid19', 'score': 0.3876}, {'text': 'oxford', 'score': 0.1437}]",Neutral ,no stance on CAA being taken. 
461033,"If anyone still has any doubts that this protest is Farmers Protest &amp; not Pro Khalistan Protest they they are just living in their own fool's paradise.

Time to identify them before it's too late like Anti CAA protests. https://t.co/ONW2gwZ40v",Pro Ruling,pro ruling,caa,"['protest', 'farmers', 'khalistan']","[{'text': 'protest', 'score': 0.5779}, {'text': 'farmers', 'score': 0.4094}, {'text': 'khalistan', 'score': 0.2541}]",For ,shows that anti-caa like anti-farm laws is promoted by khalistani or pakistani interests. 
85177,"Well @_sayema 's Karachi wala Khala; @khanumarfa 's Layalpur waali Phoophi, @RanaAyyub 's Bahwalpur waale Maamu and @_sabanaqvi 's Islamabad waale Chacha will provide food to all those Hindus of Pakistan ...this is exaclty why they r opposing #CAA https://t.co/CPkYP3HHsN",Pro Ruling,pro ruling,caa,"['hindus', 'karachi', '_sayema']","[{'text': 'hindus', 'score': 0.541}, {'text': 'karachi', 'score': 0.4524}, {'text': '_sayema', 'score': 0.3578}]",For ,mocks whoever is opposing CAA. 
1020683,"Whatever be circumstance, we will never implement CAA if voted to power:  @RahulGandhi at Assam rally. 
#RahulGandhiWithAssam https://t.co/novZUe6RMj",Pro OPP,pro opposition,caa,"['rahulgandhi', 'rally', 'never']","[{'text': 'rahulgandhi', 'score': 0.5001}, {'text': 'rally', 'score': 0.3523}, {'text': 'never', 'score': 0.2167}]",Against ,"congress states how it will never, under any circumstance, implement CAA. "
286807,"On ongoing protests against #CAA, Congress Prez Mrs Sonia Gandhi : They have taken to streets braving cold/police brutalities. I Salute their courage,their abiding faith Constitution of India;their determination to defend &amp; protect those values. We are Inspired by Their Struggle! https://t.co/p449KdYKoF",Pro OPP,pro opposition,caa,"['protests', 'congress', 'india']","[{'text': 'protests', 'score': 0.4782}, {'text': 'congress', 'score': 0.4176}, {'text': 'india', 'score': 0.3176}]",Against ,hails the courage and bravery of anti-caa protesters. 
179862,"The daft international media thinks #CAA applies to Indian citizens. It doesn’t. Not to Muslims in India, not to ANYONE in India. CAA applies to persecuted minority REFUGEES in 3 neighbouring Islamic countries— Pak, BD &amp; Afgh. Got it guys? @guardian, @WSJ @washingtonpost @nytimes",Pro Ruling,pro ruling,caa,"['indian', 'refugees', 'washingtonpost']","[{'text': 'indian', 'score': 0.4652}, {'text': 'refugees', 'score': 0.4191}, {'text': 'washingtonpost', 'score': 0.0689}]",For ,says that CAA supports all Indians. 
322580,"I am not as strong / brave as these #ShaheenBaghProtest members...
But stuck in hour long jams at Ashram, I wait patiently, without cursing the inconvenience being caused to my privileged life.
This is my minimal contribution towards those fighting for the Constitution.
#CAA_NRC https://t.co/0aT2edqA2S",Pro OPP,pro opposition,caa,"['protest', 'ashram', 'jams']","[{'text': 'protest', 'score': 0.5416}, {'text': 'ashram', 'score': 0.3916}, {'text': 'jams', 'score': 0.0825}]",Against ,claims that anti-caa is fighting for the Indian constitution. 
933773,"“It is true that CPI(M) organised many anti-CAA protests, but for us, none of those were sincere. If they were, their government would not have slapped cases against many of the Muslim anti-CAA activists,” said a SDPI functionary. | @RajeevSantharam

https://t.co/c1XH3RcUQ7",Pro OPP,pro opposition,caa,"['protests', 'caa', 'muslim']","[{'text': 'protests', 'score': 0.5781}, {'text': 'caa', 'score': 0.4349}, {'text': 'muslim', 'score': 0.3059}]",Neutral ,no stance on CAA being taken. 
1071892,"An old video of anti-CAA protest outside BHU campus has been falsely shared as a speech by DPS Rajbagh, Valsad teacher. He has been misidentified as ‘Shakeel Ahmed Ansari’. It is noteworthy that Rajbagh is in J&amp;K and Valsad is in Gujarat.

https://t.co/DWqqTGkE9L",Pro OPP,pro opposition,caa,"['gujarat', 'protest', 'misidentified']","[{'text': 'gujarat', 'score': 0.4383}, {'text': 'protest', 'score': 0.4054}, {'text': 'misidentified', 'score': 0.3203}]",Neutral ,no stance on CAA being taken. 
783258,"Did you know?

In 2011, India became the 4th LAST country in the world to become polio free.

Only 3 countries were behind us: Nigeria, Afghanistan and Pakistan.

This is Congress legacy.

But on Covid, Congress compares us to America and Norway!",Pro Ruling,pro ruling,caa,"['polio', 'india', 'free']","[{'text': 'polio', 'score': 0.614}, {'text': 'india', 'score': 0.2881}, {'text': 'free', 'score': 0.0483}]",Neutral ,no stance on CAA being taken. 
318896,Heartwarming! Muslims in Saharanpur gave up their claim over land in dispute with a Gurdwara. Reason: gratitude for help given by Sikhs during Delhi violence &amp; anti CAA protests. The 2 communities will help lay foundation for each other's place of worship https://t.co/vwYN275aJq,Pro OPP,pro opposition,caa,"['saharanpur', 'protests', 'gratitude']","[{'text': 'saharanpur', 'score': 0.6136}, {'text': 'protests', 'score': 0.3882}, {'text': 'gratitude', 'score': 0.3615}]",Against ,shows how muslims and sikhs support each other. 
763460,"I'd rather have India without education if that's the price to be paid for making it dry - Gandhi

Alcohol consumption is banned in walled Holy Amritsar, in Holy Mecca, and now in Holy Mathura.

I am AGAINST prohibition. But if you are selectively against it, you are a HYPOCRITE.",Pro Ruling,pro ruling,caa,"['india', 'banned', 'hypocrite']","[{'text': 'india', 'score': 0.4355}, {'text': 'banned', 'score': 0.306}, {'text': 'hypocrite', 'score': 0.2063}]",Neutral ,no stance on CAA being taken. 
200717,"""An atmosphere of hate was systematically built up. The whole purpose of it was to suggest that only one community has a veto over decision-making in India""
~ @swapan55 puts #CAAprotests and #DelhiRiots in context brilliantly. https://t.co/qwTfhLWpZv",Pro Ruling,pro ruling,caa,"['protests', 'india', 'swapan55']","[{'text': 'protests', 'score': 0.4963}, {'text': 'india', 'score': 0.3381}, {'text': 'swapan55', 'score': 0.1655}]",For ,shows that the atmosphere of hate is not due to CAA. 
590742,"“Maybe we are getting to know who our friends really are (in the world),” said EAM S Jaishankar while answering a question on international criticism of the Indian government after #CAA and #DelhiViolence.
https://t.co/e66MFuLbm5",Pro OPP,pro opposition,caa,"['friends', 'indian', 'violence']","[{'text': 'friends', 'score': 0.5125}, {'text': 'indian', 'score': 0.4412}, {'text': 'violence', 'score': 0.211}]",For ,those who don’t support CAA internationally are not friends of India. 
1845764,"Reclaiming #Hindu identity, again: A #Dalit journey in America. A heart warming at the same time pained expression of feelings by Aldrin Deepak. 🙏

If you have time only for one article today, READ this.  https://t.co/rfX9rEpMrV",Pro Ruling,pro ruling,caa,"['hindu', 'feelings', 'deepak']","[{'text': 'hindu', 'score': 0.6954}, {'text': 'feelings', 'score': 0.3545}, {'text': 'deepak', 'score': 0.3125}]",Neutral ,no stance on CAA being taken. 
949034,"Victory of Rahul Gandhi 💪
Victory of farmers 💪

What next 
CAA 
NRC
RAFALE

#RahulGandhi
#FarmersProtest https://t.co/uBJlIr7mwn",Pro OPP,pro opposition,caa,"['gandhi', 'protest', 'farmers']","[{'text': 'gandhi', 'score': 0.4931}, {'text': 'protest', 'score': 0.4476}, {'text': 'farmers', 'score': 0.4437}]",Against ,hopes that the next victory of India would be over CAA. 
59903,"Hats off to #Jharkhand CM @HemantSorenJMM .

What a mouth-shutting answer to those who say “Modi Govt will not budge an inch in implementing #NRC and #NPR”!

Do listen.
India rejects #CAA_NRC_NPR https://t.co/BkERMIbB8S",Pro OPP,pro opposition,caa,"['india', 'hemantsorenjmm', 'shutting']","[{'text': 'india', 'score': 0.4938}, {'text': 'hemantsorenjmm', 'score': 0.214}, {'text': 'shutting', 'score': 0.1721}]",Against ,says that India rejects CAA. 
76708,"Haan, Yeh dil hai Hindustani 🇮🇳 

A tribute to the CAA-NRC protests across the world https://t.co/ECA3lfLRyZ",Pro OPP,pro opposition,caa,"['protests', 'hindustani', 'tribute']","[{'text': 'protests', 'score': 0.6269}, {'text': 'hindustani', 'score': 0.5122}, {'text': 'tribute', 'score': 0.3909}]",Against ,tribute to anti-CAA protests across the world. 
606385,"Dr Amjad Mirza MusIim from Mirpur PoK openly SUPPORTS PRO CAA Rally in London after witnessing persecution of Minorites in Pakistan: ""SHAME that Congress along with Communists are bent on destroying India"" #Support_CAA_and_NRC https://t.co/0Qp5UWjCyh",Pro Ruling,pro ruling,caa,"['rally', 'india', 'dr']","[{'text': 'rally', 'score': 0.4996}, {'text': 'india', 'score': 0.3104}, {'text': 'dr', 'score': 0.0606}]",For ,hashtag suggests support for CAA. 
98469,"HK-based South China Morning Post (@SCMPNews) traces one of the first #coronavirus cases to a Chinese individual going back to Nov 17, 2019 @XHNews @globaltimesnews https://t.co/WpQCAA56nD",Pro Ruling,pro ruling,caa,"['coronavirus', 'china', 'xhnews']","[{'text': 'coronavirus', 'score': 0.6762}, {'text': 'china', 'score': 0.3852}, {'text': 'xhnews', 'score': 0.1783}]",Neutral ,no stance on CAA being taken. 
363589,"UP police serves notice of arrest to former governor for CAA protest!

Aziz Qureshi said that Muslims are equal citizens of India who have equal rights &amp; they should not be begging for their rights but should snatch them with inner strength

@SravaniSarkar https://t.co/TeuIlaUQ2C",Pro OPP,pro opposition,caa,"['muslims', 'police', 'governor']","[{'text': 'muslims', 'score': 0.4545}, {'text': 'police', 'score': 0.3788}, {'text': 'governor', 'score': 0.2462}]",Against ,shows how former governor was arrested for speaking up for muslim rights. 
45074,"Delhi riots and CAA protests have nothing to do with citizenship or democracy. Are propelled by Pakistan, Kashmir separatists, anti-India and anti-America sentiments. Are opposed to a strong and united India and will work to discredit it in any way possible.",Pro Ruling,pro ruling,caa,"['riots', 'india', 'nothing']","[{'text': 'riots', 'score': 0.4872}, {'text': 'india', 'score': 0.3102}, {'text': 'nothing', 'score': 0.0885}]",For ,"claims that those who do not support CAA are anti-India, separatists and promoted by Pakistan. "
169476,"During anti CAA protests in Delhi:

Jamia student Shadab Najar was injured from a bullet fired by a man named Gopal

Today, when terrorist Riyaz Naikoo is killed:

The same Shadab Najar is talking against India, supporting terrorists in J&amp;K and wants terrorism for so called Azadi https://t.co/SN3vKD9zc9",Pro Ruling,pro ruling,caa,"['killed', 'shadab', 'protests']","[{'text': 'killed', 'score': 0.4312}, {'text': 'shadab', 'score': 0.4288}, {'text': 'protests', 'score': 0.3605}]",Against ,shows double standards of anti-CAA protesters. 
278562,"2016: Jat reservation protests.
2017: Kisan Sangharsh protests for loan waiver.
2018: ""Agrarian crisis"" farmer protests.
2019: Anti CAA protests.
2020: Punjab farmers protests.

Looks like at least one major protest each year against Narendra Modi govt in Dilli. Cottage industry?",Pro Ruling,pro ruling,caa,"['protests', '2020', 'farmer']","[{'text': 'protests', 'score': 0.5033}, {'text': '2020', 'score': 0.2439}, {'text': 'farmer', 'score': 0.2345}]",Against ,one major protest every year against Modi. 
440642,NRI protestors get Azadi from Saudi Arabia; Deported for protesting against CAA-NRC. Even Arabs understand the substance and intent of CAA-NRC but some intellectuals in Bharat ans their masters in Europe &amp; Americas can't.. https://t.co/MPIqqR8dgp,Pro Ruling,pro ruling,caa,"['arabs', 'protestors', 'caa']","[{'text': 'arabs', 'score': 0.5125}, {'text': 'protestors', 'score': 0.3987}, {'text': 'caa', 'score': 0.2809}]",For ,shows that even arabs understand the susbtance and intent of CAA. 
408721,"Umar Khalid is arrested who talked about responding to hate with love.

BJP leaders Kapil Mishra and Anurag Thakur don't even have an FIR against them who openly talked about responding to anti-CAA protests with Goli.

This is the real death of democracy.

#StandWithUmarKhalid",Pro OPP,pro opposition,caa,"['khalid', 'protests', 'arrested']","[{'text': 'khalid', 'score': 0.5291}, {'text': 'protests', 'score': 0.3542}, {'text': 'arrested', 'score': 0.3436}]",Against ,shows how CAA will lead to death of democracy. 
1006915,"Investigation initiated against Swara Bhaskar in an FIR lodged during Anti-CAA Protests in Muzaffarnagar, UP on NCPCR’s direction u/s 22 of POCSO act for falsely reporting of Child S€xual abuse",Pro Ruling,pro ruling,caa,"['investigation', 'muzaffarnagar', 'protests']","[{'text': 'investigation', 'score': 0.5244}, {'text': 'muzaffarnagar', 'score': 0.3677}, {'text': 'protests', 'score': 0.299}]",Neutral ,no stance on CAA being taken. 
589901,Show me one percent Muslim in India who has condemned Islamic radicalism. One percent Muslim who has condemned the AntiCAA protest. One percent Muslim who have condemned the rants of the Owaisi brothers. https://t.co/lkbAI2W3YJ,Pro Ruling,pro ruling,caa,"['muslim', 'india', 'percent']","[{'text': 'muslim', 'score': 0.5204}, {'text': 'india', 'score': 0.3132}, {'text': 'percent', 'score': 0.3086}]",For ,shows that anti-caa protests should be condemend by muslims. 
